budget,original_language,popularity,runtime,vote_average,vote_count,release_year,release_month,release_day,release_season,director,hit,primary_genre
55000000,en,60.246978,121.0,6.7,1772,2015,9,10,Fall,Baltasar Kormákur,1,Adventure
50000000,en,42.551902,147.0,7.1,1165,2006,9,13,Fall,Tom Tykwer,1,Crime
63000000,en,40.137264,94.0,5.9,979,2002,7,26,Summer,Jay Roach,1,Comedy
65000000,en,24.857079,94.0,6.1,409,2009,10,15,Fall,David Bowers,0,Animation
63000000,en,40.413191,127.0,7.6,4856,1993,6,11,Summer,Steven Spielberg,1,Adventure
63000000,en,13.859307,191.0,6.5,202,1994,6,24,Summer,Lawrence Kasdan,0,Drama
62000000,en,18.832471,141.0,6.4,386,1994,8,3,Summer,Phillip Noyce,1,Action
65000000,zh,9.568884,127.0,5.9,145,2015,2,19,Winter,Daniel Lee,0,Action
64000000,en,12.421504,98.0,5.3,261,2006,8,31,Summer,Keenen Ivory Wayans,0,Comedy
62000000,en,18.096884,116.0,6.1,340,2000,4,20,Spring,Jonathan Mostow,1,Action
62000000,en,11.056763,106.0,6.5,195,1995,11,17,Fall,Rob Reiner,0,Comedy
62000000,en,13.218008,87.0,4.3,242,2008,6,20,Summer,Marco Schnabel,0,Comedy
62000000,en,11.262655,125.0,5.8,178,2001,2,23,Winter,Demian Lichtenstein,0,Action
44000000,en,68.717016,167.0,7.6,4274,2015,12,25,Winter,Quentin Tarantino,1,Crime
63000000,en,16.791058,95.0,5.5,331,2011,3,30,Spring,Tim Hill,1,Animation
65000000,en,65.197968,117.0,7.0,4997,2006,12,9,Winter,Zack Snyder,1,Action
80000000,en,32.829538,115.0,6.1,1373,2004,12,22,Winter,Jay Roach,1,Comedy
60000000,en,30.951203,115.0,6.9,1343,2008,12,25,Winter,David Frankel,1,Comedy
60000000,en,103.698022,189.0,8.2,4048,1999,12,10,Winter,Frank Darabont,1,Fantasy
150000000,en,47.973995,81.0,5.6,944,2005,11,4,Fall,Mark Dindal,1,Animation
61000000,en,143.041543,145.0,7.9,5862,2014,10,1,Fall,David Fincher,1,Mystery
60000000,en,86.476817,119.0,7.3,3583,2002,6,14,Summer,Doug Liman,1,Action
58000000,en,59.824565,130.0,6.6,1174,1995,11,16,Fall,Martin Campbell,1,Adventure
60000000,en,18.345613,116.0,6.1,205,1999,6,18,Summer,Simon West,1,Crime
60000000,en,56.488027,103.0,7.8,4537,1998,6,4,Summer,Peter Weir,1,Comedy
70000000,en,29.464852,99.0,6.8,817,1998,12,15,Winter,Simon Wells,1,Adventure
60000000,en,18.106021,92.0,5.6,506,2003,5,3,Spring,Steve Carr,1,Comedy
61000000,en,42.881415,109.0,6.6,1589,2013,8,2,Summer,Baltasar Kormákur,1,Action
60000000,en,18.735024,87.0,5.0,352,2001,7,4,Summer,Lawrence Guterman,0,Comedy
60000000,en,62.766854,110.0,6.6,1919,2003,5,30,Spring,F. Gary Gray,1,Action
60000000,en,24.153567,101.0,5.9,487,2002,12,19,Winter,Marc Lawrence,0,Romance
60000000,en,41.515702,83.0,6.0,1272,1998,10,2,Fall,Eric Darnell,1,Adventure
70000000,en,26.676487,113.0,5.3,588,2009,9,19,Fall,Peter Billingsley,1,Comedy
60000000,en,16.278022,107.0,5.9,353,1990,6,27,Summer,Tony Scott,1,Adventure
60000000,en,18.831023,94.0,5.7,526,2005,12,21,Winter,Adam Shankman,1,Comedy
61000000,en,113.161483,132.0,6.4,3040,2015,9,9,Fall,Wes Ball,1,Action
60000000,en,28.800112,133.0,5.8,636,2010,8,12,Summer,Ryan Murphy,1,Drama
58000000,en,41.430245,111.0,6.6,2808,2010,10,13,Fall,Robert Schwentke,0,Action
55000000,en,23.127561,163.0,6.8,422,1999,12,16,Winter,Oliver Stone,0,Drama
60000000,en,12.867352,170.0,6.7,292,1998,5,14,Spring,Robert Redford,1,Drama
65000000,en,44.815022,120.0,7.0,1451,2004,8,4,Summer,Michael Mann,1,Drama
60000000,en,37.537093,92.0,5.3,779,2002,4,16,Spring,Chuck Russell,1,Action
60000000,en,10.99991,115.0,6.2,207,2004,10,1,Fall,Jay Russell,0,Drama
60000000,en,56.868399,130.0,6.3,2998,2012,12,20,Winter,Christopher McQuarrie,1,Crime
60000000,en,22.991269,105.0,5.6,604,1999,7,28,Summer,Renny Harlin,0,Action
60000000,en,38.820858,106.0,6.2,1325,2011,9,8,Fall,Steven Soderbergh,1,Drama
60000000,en,51.146047,100.0,7.3,1386,2009,2,5,Winter,Henry Selick,1,Animation
60000000,en,20.501582,91.0,4.9,950,2008,6,11,Summer,M. Night Shyamalan,1,Thriller
70000000,en,45.299089,146.0,7.3,1553,2004,4,23,Spring,Tony Scott,0,Action
50000000,en,4.280619,98.0,4.5,137,2006,3,9,Spring,Brian Robbins,0,Comedy
60000000,en,28.848842,101.0,5.6,644,2004,3,5,Spring,Todd Phillips,1,Comedy
60000000,en,22.501041,89.0,5.5,575,1996,11,15,Fall,Brian Levant,1,Family
66000000,en,47.479755,122.0,6.5,2225,2004,4,2,Spring,Guillermo del Toro,0,Fantasy
70000000,en,10.147321,115.0,6.1,109,1998,3,5,Spring,Steven Zaillian,0,Drama
60000000,en,39.539045,90.0,6.7,789,2012,8,3,Summer,Sam Fell,0,Family
60000000,en,19.747459,124.0,6.1,527,1997,11,14,Fall,Michael Caton-Jones,1,Action
60000000,en,29.018826,119.0,5.9,581,2003,12,25,Winter,John Woo,0,Action
60000000,en,16.493576,93.0,5.8,258,2008,12,19,Winter,Robert Stevenhagen,0,Adventure
60000000,en,13.080725,100.0,5.6,210,1995,7,13,Summer,Geoff Murphy,0,Action
60000000,en,42.538258,105.0,5.9,1173,2014,1,15,Winter,Kenneth Branagh,0,Action
60000000,en,29.876507,124.0,6.4,1581,2015,12,24,Winter,David O. Russell,0,Drama
60000000,en,61.849521,99.0,5.8,1621,2016,3,2,Spring,Babak Najafi,1,Action
70000000,en,37.44963,109.0,5.9,1365,1997,11,12,Fall,Jean-Pierre Jeunet,1,Science Fiction
61000000,en,37.378081,124.0,6.9,1462,2007,3,22,Spring,Antoine Fuqua,0,Action
60000000,en,30.656345,97.0,6.6,668,2014,9,10,Fall,Anthony Stacchi,0,Animation
75000000,en,15.142701,104.0,6.3,338,1998,10,16,Fall,Griffin Dunne,0,Drama
60000000,en,59.547928,100.0,7.5,3070,2014,2,6,Winter,Phil Lord,1,Adventure
60000000,en,27.615108,101.0,6.0,669,2002,7,12,Summer,Rob Bowman,0,Adventure
60000000,en,29.041198,113.0,6.2,1778,2013,1,10,Winter,Ruben Fleischer,0,Crime
60000000,en,25.293538,97.0,4.6,524,2009,6,18,Summer,Harold Ramis,0,Comedy
60000000,en,23.85119,134.0,7.0,1125,2009,12,10,Winter,Clint Eastwood,1,Drama
60000000,en,21.685719,127.0,6.7,484,2009,4,17,Spring,Kevin Macdonald,0,Action
78146652,en,13.630049,125.0,5.7,201,2009,3,19,Spring,Tony Gilroy,0,Romance
65000000,en,6.80692,94.0,5.1,80,1999,2,11,Winter,Donald Petrie,0,Comedy
60000000,en,15.352807,108.0,5.8,225,2006,4,19,Spring,Clark Johnson,0,Action
70000000,en,23.661071,91.0,5.6,556,2009,11,19,Fall,Jorge Blanco,0,Science Fiction
60000000,en,21.605533,117.0,6.1,479,2002,12,13,Winter,Stuart Baird,0,Science Fiction
60000000,en,22.620125,100.0,5.8,391,2003,9,2,Fall,Joel Coen,0,Crime
80000000,en,24.657931,117.0,6.2,487,2010,1,29,Winter,Martin Campbell,0,Crime
60000000,en,12.621769,110.0,5.8,130,1997,1,10,Winter,Peter Hyams,0,Horror
60000000,en,21.08952,96.0,5.7,380,2002,12,6,Winter,Harold Ramis,0,Comedy
60000000,en,18.380176,101.0,5.9,375,2008,9,11,Fall,Jon Avnet,0,Action
60000000,en,17.299333,109.0,6.6,234,2009,4,24,Spring,Joe Wright,0,Drama
80000000,en,16.848899,126.0,6.3,251,2000,11,2,Fall,Robert Redford,0,Fantasy
60000000,en,21.547446,122.0,7.4,797,2000,9,15,Fall,Cameron Crowe,0,Drama
60000000,en,36.689223,101.0,4.7,549,2005,4,27,Spring,Lee Tamahori,0,Action
60000000,en,28.350927,87.0,5.4,692,2011,5,5,Spring,Scott Stewart,0,Action
60000000,en,18.815442,86.0,6.6,372,2003,7,2,Summer,Tim Johnson,0,Family
60000000,en,29.787135,96.0,6.5,742,1997,8,15,Summer,Paul W.S. Anderson,0,Horror
60000000,en,8.927137,104.0,6.1,204,2002,2,22,Winter,Tom Shadyac,0,Drama
50000000,en,15.213484,121.0,5.7,287,2006,9,15,Fall,Brian De Palma,0,Drama
60000000,en,13.155999,140.0,6.3,271,2006,9,22,Fall,Tony Bill,0,Action
72000000,en,15.433244,131.0,7.0,285,2001,10,19,Fall,Rod Lurie,0,Action
90000000,en,5.762037,91.0,4.9,109,2000,1,14,Winter,Walter Hill,0,Horror
60000000,en,22.736038,118.0,6.0,487,2014,2,13,Winter,Akiva Goldsman,0,Drama
60000000,en,45.514031,130.0,6.2,1602,2013,8,21,Summer,Harald Zwart,0,Action
60000000,en,18.676291,90.0,5.0,371,2008,7,8,Summer,Brian Robbins,0,Comedy
30000000,en,14.376463,105.0,5.3,274,2005,6,27,Summer,Walter Salles,0,Drama
60000000,en,27.018886,106.0,6.0,592,2008,12,11,Winter,Iain Softley,0,Adventure
60000000,en,14.84856,103.0,4.7,320,2008,12,25,Winter,Frank Miller,0,Action
60000000,en,52.417529,106.0,5.4,1055,2015,1,21,Winter,David Koepp,0,Comedy
68490000,zh,4.72629,120.0,6.0,24,2016,1,22,Winter,Soi Cheang,1,Action
80000000,en,8.923215,132.0,6.8,91,2005,8,12,Summer,John Dahl,0,Action
58000000,en,514.569956,108.0,7.4,10995,2016,2,9,Winter,Tim Miller,1,Action
58800000,en,87.53437,133.0,7.4,4469,2014,12,11,Winter,Clint Eastwood,1,War
58000000,en,45.351617,103.0,6.2,995,2015,8,5,Summer,Rob Letterman,1,Adventure
58000000,en,13.43573,95.0,6.5,579,2005,9,16,Fall,Mark Waters,0,Comedy
83000000,en,6.248309,90.0,4.4,134,2000,4,28,Spring,Brian Levant,0,Science Fiction
63000000,en,31.294717,102.0,5.7,690,1988,5,24,Spring,Peter MacDonald,1,Action
58000000,en,7.739276,114.0,5.7,130,2008,3,24,Spring,George Clooney,0,Comedy
58000000,en,14.403696,103.0,5.1,276,2009,12,17,Winter,Marc Lawrence,0,Comedy
58000000,en,1.551497,119.0,6.1,1658,2013,6,7,Summer,Shawn Levy,0,Comedy
60000000,en,2.143764,97.0,5.8,1363,2010,9,9,Fall,Paul W.S. Anderson,1,Action
58000000,en,12.29603,125.0,5.9,178,2012,1,19,Winter,Anthony Hemingway,0,Drama
57000000,en,33.8473,144.0,7.2,1374,1997,10,17,Fall,Taylor Hackford,1,Drama
70000000,en,21.723897,116.0,5.5,453,2012,6,14,Summer,Sean Anders,0,Comedy
57000000,en,31.791979,103.0,6.4,535,1996,5,31,Spring,Rob Cohen,1,Fantasy
60000000,en,14.113066,97.0,6.0,226,2004,11,12,Fall,Brett Ratner,0,Action
57000000,en,48.622278,95.0,4.7,1135,2011,12,10,Winter,Brian Taylor,1,Action
57000000,en,9.061866,131.0,5.5,145,2001,8,17,Summer,John Madden,0,Drama
56000000,en,35.4763,95.0,5.8,842,2005,3,4,Spring,Adam Shankman,1,Action
56000000,en,23.438398,86.0,6.0,381,2004,4,2,Spring,Kevin Bray,0,Adventure
55000000,en,138.133331,142.0,8.2,7927,1994,7,6,Summer,Robert Zemeckis,1,Comedy
60000000,en,47.336034,92.0,5.5,1177,2007,12,13,Winter,Tim Hill,1,Comedy
55000000,en,29.97224,108.0,6.6,1698,2000,10,6,Fall,Jay Roach,1,Comedy
55000000,en,47.845589,81.0,6.7,1457,1995,6,14,Summer,Mike Gabriel,1,Adventure
55000000,en,48.507081,143.0,6.9,1022,1978,12,13,Winter,Richard Donner,1,Action
54000000,en,20.28119,95.0,5.4,702,1996,6,26,Summer,Tom Shadyac,1,Fantasy
70000000,en,34.576913,118.0,6.4,1665,2005,2,10,Winter,Andy Tennant,1,Comedy
55000000,en,36.194802,103.0,6.0,1129,2003,8,1,Summer,Jesse Dylan,1,Comedy
55000000,en,52.786917,134.0,7.6,2454,2013,10,10,Fall,Paul Greengrass,0,Action
55000000,en,38.06168,97.0,5.9,1122,2010,4,8,Spring,Shawn Levy,1,Comedy
50000000,en,19.830132,100.0,6.0,1019,1995,5,26,Spring,Brad Silberling,1,Fantasy
55000000,en,79.922059,132.0,7.1,2954,2014,9,24,Fall,Antoine Fuqua,1,Thriller
55000000,en,19.738215,105.0,5.6,485,2002,12,13,Winter,Wayne Wang,1,Comedy
53000000,en,20.334629,116.0,7.0,498,1995,5,12,Spring,Tony Scott,1,Action
55000000,en,80.581367,117.0,7.7,2525,2006,12,14,Winter,Gabriele Muccino,1,Drama
55000000,en,32.05145,98.0,6.1,772,2005,9,22,Fall,Robert Schwentke,1,Thriller
55000000,en,15.064058,123.0,5.9,210,1994,12,9,Winter,Barry Levinson,1,Drama
55000000,en,21.272734,114.0,6.4,529,1998,4,10,Spring,Brad Silberling,1,Drama
30000000,en,79.754966,111.0,7.7,4949,2003,10,10,Fall,Quentin Tarantino,1,Action
30000000,en,50.622607,136.0,7.6,3948,2004,4,16,Spring,Quentin Tarantino,1,Action
55000000,en,22.787667,104.0,6.1,458,1989,12,22,Winter,Andrei Konchalovsky,0,Action
55000000,en,29.498304,104.0,6.3,636,1992,7,30,Summer,Robert Zemeckis,1,Fantasy
55000000,en,25.400935,110.0,6.2,735,2000,5,26,Spring,Tom Dey,0,Adventure
55000000,en,17.231675,133.0,5.8,256,1996,3,15,Spring,Stuart Baird,1,Action
55000000,en,32.835777,94.0,5.7,751,2011,6,17,Summer,Mark Waters,1,Comedy
55000000,en,17.097041,104.0,6.3,461,2008,4,18,Spring,Rob Minkoff,1,Action
55000000,en,14.414937,91.0,5.7,254,2013,10,30,Fall,Jimmy Hayward,1,Animation
50000000,en,45.856409,114.0,6.2,1633,1992,5,22,Spring,David Fincher,1,Science Fiction
55000000,en,7.027139,134.0,5.9,120,1996,12,14,Winter,Alan Parker,1,History
55000000,en,32.657488,122.0,6.7,658,1998,9,25,Fall,John Frankenheimer,0,Action
50000000,en,12.46525,109.0,6.4,236,1996,10,11,Fall,Stephen Hopkins,0,Adventure
55000000,en,39.882276,95.0,7.0,883,2014,11,27,Fall,Paul King,1,Family
68000000,en,39.395881,98.0,5.3,881,2012,7,26,Summer,Akiva Schaffer,0,Comedy
55000000,en,8.634954,94.0,6.0,189,2003,3,11,Spring,William Friedkin,0,Drama
55000000,en,8.802525,118.0,5.1,188,2003,12,10,Winter,Bobby Farrelly,0,Comedy
60000000,en,23.700759,88.0,6.4,374,2012,3,12,Spring,Peter Lord,0,Animation
55000000,en,27.50916,141.0,7.3,1131,2008,1,30,Winter,Clint Eastwood,1,Crime
50000000,en,20.58862,107.0,5.3,284,1996,8,2,Summer,Andrew Davis,0,Action
55000000,en,4.366488,116.0,5.7,194,1996,8,15,Summer,Tony Scott,0,Drama
70000000,en,18.927463,143.0,7.0,438,2004,12,8,Winter,Joel Schumacher,1,Thriller
55000000,en,15.274137,114.0,6.6,303,2007,9,9,Fall,Shekhar Kapur,0,Drama
62000000,en,29.954302,93.0,5.4,703,2005,11,30,Fall,Karyn Kusama,0,Action
56000000,en,4.362535,214.0,6.1,48,2003,2,21,Winter,Ronald F. Maxwell,0,Drama
55000000,en,4.700024,100.0,5.2,62,1997,1,9,Winter,Robert Butler,0,Action
50000000,en,14.808304,112.0,6.2,316,2014,3,20,Spring,James Bobin,0,Comedy
57000000,en,9.27875,95.0,4.2,91,2004,7,23,Summer,Jonathan Frakes,0,Action
55000000,en,22.863516,119.0,6.9,573,2010,11,23,Fall,Steve Antin,0,Drama
2000000,en,23.962109,153.0,7.3,395,1962,6,13,Summer,Stanley Kubrick,1,Drama
55000000,en,12.669778,96.0,5.3,123,2002,1,4,Winter,Jim Gillespie,0,Action
54000000,en,67.169587,117.0,6.2,1528,2002,3,22,Spring,Guillermo del Toro,1,Fantasy
55000000,en,41.472404,123.0,7.5,2039,2008,12,18,Winter,Gabriele Muccino,1,Drama
55000000,en,22.503935,92.0,5.2,481,2013,1,31,Winter,Walter Hill,0,Action
54000000,en,59.194915,162.0,7.1,1546,1990,12,24,Winter,Francis Ford Coppola,1,Crime
57000000,en,22.894898,123.0,6.1,327,2005,10,6,Fall,Cameron Crowe,0,Comedy
54000000,en,18.600367,108.0,5.4,407,2006,7,14,Summer,Anthony Russo,1,Comedy
54000000,en,30.515175,127.0,6.5,629,1980,12,4,Winter,Richard Lester,1,Action
54000000,en,9.053456,121.0,3.5,104,2003,8,1,Summer,Martin Brest,0,Drama
55000000,en,7.768223,125.0,5.7,95,2006,9,10,Fall,Steven Zaillian,0,Drama
46000000,en,19.643365,99.0,5.5,308,2000,6,15,Summer,John Singleton,1,Action
53000000,en,45.565918,94.0,7.4,1432,1997,11,20,Fall,Gary Goldman,1,Animation
52500000,en,57.374341,127.0,7.4,1300,2001,3,9,Spring,Baz Luhrmann,1,Drama
75000000,en,8.41856,89.0,5.4,113,2001,10,30,Fall,Harold Becker,0,Mystery
53000000,en,46.049902,122.0,6.3,1242,2015,9,4,Fall,Scott Cooper,0,Crime
90000000,en,23.9366,132.0,6.7,526,2006,10,18,Fall,Clint Eastwood,0,War
53000000,en,49.593978,109.0,7.2,1486,2009,10,15,Fall,F. Gary Gray,1,Drama
67000000,en,16.637642,191.0,6.8,459,2007,4,6,Spring,Robert Rodriguez,0,Thriller
52000000,en,73.944049,141.0,7.7,3795,2002,12,25,Winter,Steven Spielberg,1,Drama
40000000,en,38.306954,157.0,6.7,1702,2012,12,19,Winter,Kathryn Bigelow,1,Thriller
52000000,en,26.251217,106.0,5.6,832,2006,6,1,Summer,Peyton Reed,1,Romance
52000000,en,30.780599,108.0,6.4,1386,2008,7,3,Summer,Phyllida Lloyd,1,Comedy
52000000,en,25.41929,125.0,5.7,1013,2010,2,10,Winter,Garry Marshall,1,Comedy
50000000,en,15.98212,104.0,5.1,316,2005,8,5,Summer,Jay Chandrasekhar,1,Action
52000000,en,40.072583,170.0,7.2,771,1998,12,25,Winter,Terrence Malick,0,Drama
52000000,en,32.015477,112.0,5.9,736,2011,8,5,Summer,David Dobkin,0,Comedy
82000000,en,24.444186,118.0,6.9,435,1999,12,22,Winter,Miloš Forman,0,Comedy
52000000,en,40.06688,178.0,7.8,1307,1995,11,22,Fall,Martin Scorsese,1,Drama
52000000,en,27.916284,92.0,6.1,675,2010,2,5,Winter,Pierre Morel,0,Action
51000000,en,39.001682,116.0,6.1,927,2000,6,22,Summer,Bobby Farrelly,1,Comedy
51000000,en,10.430832,90.0,5.3,225,2006,8,4,Summer,Steve Oedekerk,0,Animation
50000000,en,94.815867,130.0,5.6,2436,2009,3,15,Spring,Chris Weitz,1,Adventure
60000000,en,67.298732,90.0,7.3,4056,2001,5,16,Spring,Andrew Adamson,1,Adventure
50200000,en,26.60772,106.0,6.5,1652,2011,3,3,Spring,George Nolfi,1,Science Fiction
48000000,en,28.803729,143.0,6.6,909,1991,6,14,Summer,Kevin Reynolds,1,Adventure
50000000,en,27.039636,139.0,6.7,913,1996,12,6,Winter,Cameron Crowe,1,Comedy
50000000,en,68.87691,106.0,6.3,4697,2012,6,29,Summer,Seth MacFarlane,1,Comedy
50000000,en,37.885022,139.0,7.2,915,1997,12,19,Winter,James L. Brooks,1,Comedy
50000000,en,35.537397,115.0,7.0,832,1998,12,25,Winter,Tom Shadyac,1,Comedy
50000000,en,38.125008,119.0,6.0,923,2013,12,18,Winter,Adam McKay,1,Comedy
50000000,en,18.121404,96.0,5.6,644,2002,6,28,Summer,Steven Brill,1,Comedy
50000000,en,37.069253,112.0,6.6,2435,2011,6,8,Summer,J.J. Abrams,1,Thriller
52000000,en,30.347332,131.0,7.1,716,2000,3,17,Spring,Steven Soderbergh,1,Drama
50000000,en,23.854701,116.0,6.3,850,2003,2,7,Winter,Donald Petrie,1,Comedy
50000000,en,52.380982,112.0,7.0,3319,2014,6,5,Summer,Phil Lord,1,Crime
60000000,en,50.163785,123.0,7.2,1516,1994,11,11,Fall,Neil Jordan,1,Horror
70000000,en,43.849351,104.0,6.4,1813,2008,12,9,Winter,Peyton Reed,1,Comedy
50000000,en,45.318703,107.0,6.2,1650,2016,6,15,Summer,Rawson Marshall Thurber,1,Action
50000000,en,38.616744,96.0,5.8,854,2015,12,25,Winter,Sean Anders,1,Comedy
50000000,en,65.90161,125.0,5.6,1652,2014,12,25,Winter,Rob Marshall,1,Fantasy
45000000,en,45.220386,129.0,7.3,1630,2006,3,23,Spring,Spike Lee,1,Crime
90000000,en,17.457947,100.0,6.7,548,1999,2,5,Winter,Brian Helgeland,0,Drama
50000000,en,10.755847,109.0,5.0,213,1995,6,9,Summer,Frank Marshall,1,Action
50000000,en,38.629763,124.0,6.5,909,2011,12,22,Winter,Cameron Crowe,1,Drama
50000000,en,32.693093,121.0,5.9,1486,2009,3,19,Spring,Alex Proyas,1,Action
50000000,en,18.806031,97.0,5.5,399,2006,3,10,Spring,Tom Dey,0,Comedy
50000000,en,32.233713,110.0,5.4,632,2005,3,17,Spring,Hideo Nakata,1,Drama
50000000,en,37.990705,118.0,7.0,2443,2011,7,29,Summer,Glenn Ficarra,1,Comedy
50000000,en,17.667826,80.0,5.2,820,2004,6,10,Summer,Peter Hewitt,1,Animation
50000000,en,46.180421,133.0,7.0,1381,2011,9,22,Fall,Bennett Miller,1,Drama
50000000,en,30.397496,127.0,6.3,513,1995,3,10,Spring,Wolfgang Petersen,1,Action
50000000,en,83.295796,106.0,6.8,2268,2014,1,26,Winter,Jaume Collet-Serra,1,Action
50000000,en,23.935053,98.0,5.5,509,2009,3,12,Spring,Andy Fickman,1,Adventure
54000000,en,84.630969,132.0,7.7,4442,2006,3,15,Spring,James McTeigue,1,Action
50000000,en,16.251204,115.0,6.0,692,2003,2,6,Winter,David Dobkin,0,Action
50000000,en,9.894346,86.0,6.2,106,2006,2,10,Winter,Matthew O'Callaghan,0,Adventure
50000000,en,12.050755,101.0,5.1,542,2005,6,22,Summer,Angela Robinson,0,Comedy
50000000,en,11.596207,113.0,6.0,220,2001,9,28,Fall,Gary Fleder,1,Thriller
50000000,en,53.02787,88.0,5.7,3239,2013,1,17,Winter,Tommy Wirkola,1,Fantasy
50000000,en,14.382253,124.0,6.3,276,2002,5,10,Spring,Adrian Lyne,1,Thriller
50000000,en,43.450266,109.0,5.9,1567,2011,2,18,Winter,D.J. Caruso,1,Action
50000000,en,16.871194,128.0,6.3,451,2005,11,23,Fall,Stephen Gaghan,0,Drama
50000000,en,42.526529,144.0,7.0,938,2016,1,13,Winter,Michael Bay,0,Action
50000000,en,34.890999,95.0,7.3,755,2014,10,1,Fall,Jorge R. Gutierrez,0,Romance
45000000,en,18.186026,105.0,5.6,267,2006,2,10,Winter,Richard Loncraine,0,Thriller
50000000,en,13.576765,121.0,6.4,223,1997,2,14,Winter,Clint Eastwood,0,Crime
50000000,en,19.434672,125.0,6.0,395,1997,8,22,Summer,Ridley Scott,0,Action
50000000,en,62.925175,129.0,7.5,1506,1997,9,12,Fall,David Fincher,1,Drama
50000000,en,32.927994,125.0,6.3,1067,2006,4,21,Spring,Christophe Gans,0,Horror
50000000,en,39.920035,113.0,6.1,1611,2012,4,4,Spring,Jon Hurwitz,1,Comedy
50000000,en,28.725621,140.0,6.8,582,1998,7,29,Summer,F. Gary Gray,0,Action
50000000,en,20.566554,89.0,5.8,817,2014,8,6,Summer,Steven Quale,1,Action
50000000,en,20.333953,104.0,5.5,434,1994,5,24,Spring,John Landis,1,Action
50000000,en,33.98637,106.0,6.2,652,1990,6,15,Summer,Joe Dante,0,Comedy
50000000,en,42.472324,141.0,7.2,1417,2014,10,8,Fall,David Dobkin,0,Drama
45000000,en,29.880122,94.0,6.1,1267,2004,9,10,Fall,Alexander Witt,1,Horror
50000000,en,28.803802,108.0,6.1,750,2004,11,10,Fall,Beeban Kidron,0,Comedy
50000000,en,14.993459,105.0,6.1,298,2003,10,3,Fall,Carl Franklin,0,Thriller
50000000,en,9.114168,102.0,4.5,104,1994,2,18,Winter,Steven Seagal,0,Action
50000000,en,12.31101,92.0,4.4,269,2005,6,10,Summer,Robert Rodriguez,0,Adventure
40000000,en,41.362082,119.0,6.3,1233,2000,2,11,Winter,Danny Boyle,1,Drama
50000000,en,13.298205,119.0,5.9,189,2004,5,27,Spring,Garry Marshall,0,Drama
40000000,en,19.085403,99.0,6.2,371,2009,9,29,Fall,James McTeigue,0,Action
50000000,en,11.106006,115.0,4.4,205,1996,6,28,Summer,Andrew Bergman,1,Drama
50000000,en,12.25622,87.0,5.0,149,2010,6,4,Summer,Tom Dey,0,Family
50000000,en,13.365715,129.0,5.8,510,2010,10,15,Fall,Clint Eastwood,1,Drama
50000000,en,16.167093,120.0,6.0,268,2002,4,19,Spring,Barbet Schroeder,0,Crime
50000000,en,23.073933,132.0,6.0,387,1995,10,6,Fall,Richard Donner,0,Action
50000000,en,6.567065,121.0,6.0,654,2007,2,6,Winter,Peter Webber,0,Crime
50000000,en,6.22577,95.0,5.9,75,1999,10,13,Fall,Rob Reiner,0,Comedy
44000000,en,42.933027,125.0,6.0,1817,2013,3,22,Spring,Andrew Niccol,0,Action
50000000,en,19.226763,98.0,6.2,286,2003,4,18,Spring,John McTiernan,0,Action
50000000,en,10.089065,110.0,6.1,206,2002,8,4,Summer,Clint Eastwood,0,Crime
50000000,en,13.391833,118.0,6.0,368,2009,2,3,Winter,Tom Tykwer,0,Drama
50000000,en,21.637234,97.0,5.6,373,1996,8,9,Summer,John Carpenter,0,Action
70000000,en,61.245957,86.0,7.6,1436,1999,8,6,Summer,Brad Bird,0,Adventure
50000000,en,25.237969,119.0,7.1,775,2004,12,10,Winter,Wes Anderson,0,Adventure
50000000,en,21.589393,139.0,6.6,428,2016,6,24,Summer,Gary Ross,0,War
50000000,en,22.442241,130.0,7.3,480,2003,2,21,Winter,Alan Parker,0,Drama
50000000,en,74.64653,114.0,6.3,1148,2015,3,11,Spring,Jaume Collet-Serra,0,Action
51500000,en,35.481169,100.0,7.2,848,2007,9,14,Fall,David Cronenberg,0,Thriller
50000000,en,14.723467,110.0,5.8,458,2005,9,30,Fall,John Stockwell,0,Action
60000000,fr,21.084542,148.0,6.2,367,1999,10,18,Fall,Luc Besson,0,Adventure
49900000,en,21.408222,102.0,5.2,501,2011,4,8,Spring,David Gordon Green,0,Comedy
50000000,en,19.267479,84.0,5.8,391,2011,9,30,Fall,Jim Sheridan,0,Drama
50000000,en,3.314004,114.0,5.9,81,1997,11,7,Fall,Costa-Gavras,0,Action
50000000,en,21.312186,99.0,5.8,274,1994,7,1,Summer,Patrick Read Johnson,0,Action
50000000,en,7.44268,135.0,5.5,108,1995,10,13,Fall,Roland Joffé,0,Drama
22000000,en,12.54949,108.0,6.5,235,2010,5,20,Spring,Doug Liman,0,Drama
50000000,en,18.394571,127.0,6.0,444,2005,9,22,Fall,Tony Scott,0,Action
50000000,en,8.189406,95.0,5.2,44,1995,10,13,Fall,William Friedkin,0,Action
50000000,en,27.631262,95.0,5.6,760,2009,9,3,Fall,Brian Taylor,0,Action
60000000,en,40.721373,124.0,5.6,984,2013,2,13,Winter,Richard LaGravenese,0,Fantasy
50000000,en,37.253774,100.0,4.7,797,2016,2,6,Winter,Ben Stiller,0,Comedy
50000000,en,6.397388,88.0,5.0,76,2004,1,30,Winter,George Armitage,0,Comedy
50000000,en,30.387148,105.0,5.3,600,2011,2,24,Winter,Patrick Lussier,0,Fantasy
50000000,en,8.139676,97.0,3.9,112,2009,2,27,Winter,Andrzej Bartkowiak,0,Action
