customer_id,gender,age,city_tier,signup_date,acquisition_channel
1529,Female,15.0,Tier 2,2024-12-15,Referral
1530,Female,55.0,Tier 1,2024-12-27,Organic
1531,Male,43.0,Tier 1,2023-05-23,Organic
1532,Female,,Tier 1,2024-07-11,Referral
1533,Female,32.0,Tier 1,2023-09-06,Ads
1534,Male,28.0,Tier 1,2024-11-07,Email
1535,Male,50.0,Tier 2,2023-02-10,Referral
1536,Male,20.0,Tier 1,2024-05-27,Email
1537,Male,36.0,Tier 1,2023-11-13,Organic
1538,Female,33.0,Tier 2,2023-12-18,Organic
1539,Male,43.0,Tier 2,2023-12-07,Email
1540,Female,33.0,Tier 1,2023-07-24,Ads
1541,Female,17.0,Tier 1,2025-02-04,Email
1542,Male,32.0,Tier 1,2023-04-14,Ads
1543,Female,25.0,Tier 2,2023-08-07,Referral
1544,Male,35.0,Tier 3,2024-08-14,Organic
1545,Other,49.0,Tier 2,2023-10-16,Organic
1546,Female,,Tier 1,2023-05-04,Email
1547,Female,26.0,Tier 2,2023-07-05,Referral
1548,Female,29.0,Tier 1,2023-12-28,Email
1549,Male,31.0,Tier 1,2024-12-13,Email
1550,Female,42.0,Tier 1,2024-03-05,Email
1551,Female,33.0,Tier 2,2024-12-26,Ads
1552,Female,39.0,Tier 2,2023-04-12,Organic
1553,Female,28.0,Tier 2,2024-09-13,Organic
1554,Female,37.0,Tier 2,2024-02-01,Email
1555,Male,42.0,Tier 1,2024-07-03,Ads
1556,Male,27.0,Tier 1,2023-07-12,Organic
1557,Female,42.0,Tier 2,2023-09-03,Ads
1558,Male,35.0,Tier 2,2023-09-05,Referral
1559,Female,45.0,Tier 2,2023-08-09,Ads
1560,Female,32.0,Tier 1,2023-07-28,Ads
1561,Male,38.0,Tier 2,2023-09-18,Referral
1562,Male,34.0,Tier 1,2024-01-22,Organic
1563,Female,34.0,Tier 2,2023-11-25,Organic
1564,Male,37.0,Tier 1,2024-02-21,Ads
1565,Female,40.0,Tier 3,2023-12-23,Ads
1566,Male,22.0,Tier 1,2023-03-29,Referral
1567,Female,49.0,Tier 2,2024-02-21,Referral
1568,Male,16.0,Tier 2,2024-11-28,Organic
1569,Female,28.0,Tier 1,2024-03-28,Organic
1570,Male,34.0,Tier 1,2023-06-10,Referral
1571,Female,39.0,Tier 2,2023-08-19,Ads
1572,Male,50.0,Tier 1,2023-05-23,Referral
1573,Female,16.0,Tier 1,2023-02-21,Organic
1574,Female,29.0,Tier 3,2024-04-05,Ads
1575,Male,13.0,Tier 2,2023-12-01,Email
1576,Male,35.0,Tier 1,2023-09-26,Email
1577,Male,37.0,Tier 2,2024-01-08,Referral
1578,Female,50.0,Tier 2,2024-06-25,Organic
1579,Female,36.0,Tier 3,2024-10-04,Ads
1580,Female,45.0,Tier 2,2024-07-12,Email
1581,Male,40.0,Tier 3,2023-03-18,Ads
1582,Male,30.0,Tier 1,2025-02-04,Ads
1583,Female,20.0,Tier 2,2024-02-15,Ads
1584,Female,37.0,Tier 1,2024-09-05,Ads
1585,Other,20.0,Tier 1,2023-12-18,Referral
1586,Male,47.0,Tier 2,2024-04-14,Ads
1587,Female,33.0,Tier 1,2023-04-16,Email
1588,Male,46.0,Tier 2,2024-04-27,Email
1589,Male,30.0,Tier 3,2024-05-28,Referral
1590,Female,37.0,Tier 1,2024-10-30,Email
1591,Female,37.0,Tier 1,2023-04-14,Ads
1592,Other,,Tier 2,2023-04-20,Email
1593,Male,30.0,Tier 3,2025-01-26,Organic
1594,Male,38.0,Tier 2,2024-02-02,Ads
1595,Female,25.0,Tier 2,2024-09-15,Referral
1596,Female,22.0,Tier 1,2024-02-17,Organic
1597,Male,47.0,Tier 1,2024-02-18,Email
1598,Male,42.0,Tier 2,2023-08-02,Organic
1599,Male,35.0,Tier 1,2024-08-03,Email
1600,Female,51.0,Tier 3,2023-08-15,Email
1601,Male,32.0,Tier 1,2024-09-14,Email
1602,Male,,Tier 2,2023-11-17,Referral
1603,Male,36.0,Tier 2,2024-02-15,Organic
1604,Male,24.0,Tier 2,2024-09-26,Referral
1605,Male,,Tier 2,2023-08-01,Email
1606,Female,44.0,Tier 3,2024-04-16,Ads
1607,Male,33.0,Tier 3,2023-10-16,Ads
1608,Female,42.0,Tier 3,2023-11-24,Referral
1609,Male,30.0,Tier 3,2024-12-21,Ads
1610,Female,43.0,Tier 2,2024-07-23,Organic
1611,Female,11.0,Tier 2,2024-11-28,Ads
1612,Female,24.0,Tier 1,2023-07-10,Ads
1613,Female,44.0,Tier 1,2023-12-05,Email
1614,Male,32.0,Tier 1,2024-11-01,Organic
1615,Male,37.0,Tier 1,2024-10-25,Organic
1616,Female,21.0,Tier 1,2023-06-24,Ads
1617,Other,53.0,Tier 1,2023-10-31,Email
1618,Female,46.0,Tier 3,2024-02-27,Ads
1619,Female,32.0,Tier 3,2023-03-12,Ads
1620,Female,30.0,Tier 1,2024-03-02,Referral
1621,Male,45.0,Tier 1,2024-11-18,Email
1622,Male,54.0,Tier 3,2024-08-10,Referral
1623,Female,44.0,Tier 3,2024-07-27,Ads
1624,Female,56.0,Tier 3,2023-11-19,Ads
1625,Male,25.0,Tier 3,2023-11-19,Email
1626,Female,26.0,Tier 3,2023-12-08,Organic
1627,Male,23.0,Tier 1,2024-10-30,Ads
1628,Female,39.0,Tier 1,2023-04-04,Ads
1629,Male,36.0,Tier 2,2023-06-17,Referral
1630,Male,33.0,Tier 1,2024-08-05,Referral
1631,Female,43.0,Tier 3,2023-07-15,Email
1632,Male,47.0,Tier 2,2023-09-07,Referral
1633,Female,19.0,Tier 2,2024-02-19,Organic
1634,Female,29.0,Tier 1,2023-11-17,Ads
1635,Female,43.0,Tier 2,2024-07-25,Referral
1636,Male,30.0,Tier 2,2024-01-10,Organic
1637,Male,27.0,Tier 3,2023-11-16,Ads
1638,Male,45.0,Tier 1,2024-03-31,Ads
1639,Other,22.0,Tier 3,2024-12-24,Organic
1640,Female,31.0,Tier 3,2023-07-09,Ads
1641,Female,38.0,Tier 2,2024-02-10,Organic
1642,Female,29.0,Tier 2,2023-07-16,Organic
1643,Female,42.0,Tier 2,2025-01-29,Referral
1644,Female,29.0,Tier 1,2023-12-26,Email
1645,Male,49.0,Tier 1,2024-08-17,Organic
1646,Female,33.0,Tier 3,2024-06-30,Referral
1647,Male,41.0,Tier 2,2024-04-06,Ads
1648,Female,42.0,Tier 1,2024-11-08,Referral
1649,Female,,Tier 2,2024-04-23,Organic
1650,Female,14.0,Tier 1,2023-05-10,Referral
1651,Male,38.0,Tier 1,2023-08-05,Email
1652,Male,35.0,Tier 2,2024-05-24,Ads
1653,Male,40.0,Tier 1,2023-03-15,Referral
1654,Male,32.0,Tier 1,2024-04-04,Ads
1655,Male,30.0,Tier 1,2024-05-26,Organic
1656,Female,55.0,Tier 2,2023-05-06,Email
1657,Female,20.0,Tier 1,2024-05-27,Email
1658,Male,42.0,Tier 1,2023-11-14,Referral
1659,Male,29.0,Tier 1,2023-03-01,Ads
1660,Male,31.0,Tier 1,2023-03-17,Ads
1661,Female,31.0,Tier 1,2024-04-18,Referral
1662,Female,26.0,Tier 1,2023-02-16,Referral
1663,Female,40.0,Tier 1,2024-11-18,Referral
1664,Female,48.0,Tier 3,2023-12-17,Referral
1665,Other,39.0,Tier 1,2024-11-05,Email
1666,Female,36.0,Tier 1,2024-11-23,Referral
1667,Male,25.0,Tier 1,2024-10-18,Ads
1668,Female,40.0,Tier 1,2024-07-22,Organic
1669,Male,56.0,Tier 2,2024-11-16,Ads
1670,Female,31.0,Tier 1,2023-11-08,Referral
1671,Male,31.0,Tier 1,2024-03-17,Email
1672,Female,29.0,Tier 1,2024-04-27,Referral
1673,Female,30.0,Tier 2,2024-07-19,Organic
1674,Female,7.0,Tier 1,2024-05-06,Referral
1675,Female,39.0,Tier 2,2024-05-24,Organic
1676,Male,26.0,Tier 1,2023-06-15,Referral
1677,Male,18.0,Tier 1,2024-10-04,Email
1678,Male,42.0,Tier 2,2024-07-14,Ads
1679,Male,24.0,Tier 2,2024-06-19,Organic
1680,Female,31.0,Tier 2,2024-06-15,Ads
1681,Male,49.0,Tier 1,2023-11-17,Referral
1682,Other,20.0,Tier 2,2023-05-07,Ads
1683,Female,19.0,Tier 1,2023-08-29,Email
1684,Female,37.0,Tier 2,2024-08-12,Email
1685,Male,,Tier 2,2024-01-04,Ads
1686,Female,19.0,Tier 1,2024-06-30,Ads
1687,Female,39.0,Tier 2,2024-05-14,Email
1688,Female,40.0,Tier 2,2024-01-02,Organic
1689,Female,,Tier 1,2024-05-31,Organic
1690,Female,42.0,Tier 3,2025-01-05,Email
1691,Male,43.0,Tier 3,2023-05-23,Email
1692,Female,31.0,Tier 1,2024-05-03,Organic
1693,Male,47.0,Tier 3,2025-02-04,Ads
1694,Male,46.0,Tier 1,2024-01-02,Ads
1695,Male,36.0,Tier 2,2024-03-30,Referral
1696,Male,30.0,Tier 3,2023-12-18,Organic
1697,Male,25.0,Tier 2,2023-06-14,Email
1698,Male,34.0,Tier 1,2023-05-26,Referral
1699,Other,40.0,Tier 3,2024-02-05,Ads
1700,Female,31.0,Tier 1,2024-12-27,Organic
1701,Other,13.0,Tier 1,2023-06-05,Referral
1702,Male,47.0,Tier 1,2023-11-24,Ads
1703,Male,36.0,Tier 3,2023-06-20,Email
1704,Female,31.0,Tier 3,2023-11-05,Ads
1705,Male,43.0,Tier 1,2023-08-01,Ads
1706,Male,,Tier 3,2024-05-04,Organic
1707,Female,6.0,Tier 1,2024-05-02,Email
1708,Male,39.0,Tier 3,2023-05-15,Organic
1709,Female,20.0,Tier 2,2023-04-01,Email
1710,Female,39.0,Tier 1,2024-11-10,Referral
1711,Male,36.0,Tier 1,2023-03-01,Ads
1712,Male,41.0,Tier 1,2023-10-01,Organic
1713,Female,30.0,Tier 1,2024-12-19,Email
1714,Male,16.0,Tier 2,2023-12-03,Organic
1715,Male,30.0,Tier 1,2023-10-11,Ads
1716,Other,39.0,Tier 3,2023-11-13,Ads
1717,Male,45.0,Tier 2,2023-03-12,Referral
1718,Female,23.0,Tier 2,2023-03-20,Email
1719,Other,45.0,Tier 1,2024-05-16,Email
1720,Male,28.0,Tier 3,2023-04-04,Referral
1721,Male,38.0,Tier 2,2023-08-27,Referral
1722,Male,29.0,Tier 3,2024-11-11,Email
1723,Male,36.0,Tier 3,2024-03-21,Email
1724,Male,43.0,Tier 1,2024-11-23,Organic
1725,Female,22.0,Tier 1,2023-05-18,Email
1726,Male,28.0,Tier 3,2023-05-23,Organic
1727,Female,36.0,Tier 3,2024-06-24,Organic
1728,Other,59.0,Tier 2,2023-11-22,Organic
1729,Female,26.0,Tier 1,2024-03-09,Organic
1730,Female,55.0,Tier 2,2023-10-02,Ads
1731,Male,55.0,Tier 1,2023-12-27,Referral
1732,Female,34.0,Tier 1,2023-03-29,Referral
1733,Female,32.0,Tier 1,2023-10-18,Email
1734,Male,28.0,Tier 1,2023-11-10,Referral
1735,Male,34.0,Tier 1,2025-01-15,Referral
1736,Female,20.0,Tier 3,2024-12-10,Ads
1737,Male,34.0,Tier 3,2024-02-02,Organic
1738,Male,49.0,Tier 3,2023-04-23,Organic
1739,Male,28.0,Tier 3,2023-06-11,Organic
1740,Male,32.0,Tier 1,2024-11-13,Referral
1741,Female,,Tier 3,2023-07-25,Referral
1742,Female,38.0,Tier 3,2023-02-26,Email
1743,Female,37.0,Tier 3,2023-07-19,Ads
1744,Male,35.0,Tier 2,2023-03-24,Ads
1745,Male,32.0,Tier 1,2023-12-18,Email
1746,Female,32.0,Tier 1,2023-04-29,Email
1747,Male,40.0,Tier 1,2023-10-08,Email
1748,Male,34.0,Tier 3,2024-04-04,Organic
1749,Female,38.0,Tier 1,2024-03-23,Organic
1750,Male,37.0,Tier 3,2025-01-18,Organic
1751,Female,46.0,Tier 1,2024-02-23,Organic
1752,Male,41.0,Tier 2,2023-06-18,Email
1753,Male,,Tier 1,2024-05-15,Email
1754,Male,50.0,Tier 1,2024-07-08,Email
1755,Other,39.0,Tier 1,2023-02-20,Organic
1756,Female,48.0,Tier 2,2024-02-11,Organic
1757,Female,41.0,Tier 1,2023-03-25,Referral
1758,Female,16.0,Tier 2,2024-05-19,Email
1759,Male,48.0,Tier 1,2023-04-13,Ads
1760,Female,,Tier 3,2023-06-15,Ads
1761,Male,34.0,Tier 1,2023-11-27,Referral
1762,Female,37.0,Tier 2,2024-09-09,Organic
1763,Male,31.0,Tier 1,2024-10-25,Email
1764,Female,37.0,Tier 2,2023-06-14,Organic
1765,Male,29.0,Tier 1,2023-05-19,Organic
1766,Male,47.0,Tier 2,2024-10-11,Ads
1767,Female,33.0,Tier 3,2024-01-18,Ads
1768,Male,31.0,Tier 1,2024-04-19,Email
1769,Male,25.0,Tier 1,2023-04-18,Email
1770,Male,37.0,Tier 2,2023-07-08,Organic
1771,Male,36.0,Tier 2,2023-07-16,Organic
1772,Female,38.0,Tier 1,2024-03-17,Referral
1773,Female,24.0,Tier 1,2024-10-06,Organic
1774,Female,18.0,Tier 1,2024-01-19,Referral
1775,Female,41.0,Tier 1,2023-12-18,Organic
1776,Male,49.0,Tier 1,2024-03-10,Organic
1777,Female,24.0,Tier 3,2023-08-31,Organic
1778,Male,50.0,Tier 1,2025-01-13,Email
1779,Male,37.0,Tier 2,2025-01-09,Email
1780,Female,34.0,Tier 3,2023-05-06,Email
1781,Male,31.0,Tier 1,2023-09-27,Referral
1782,Female,,Tier 2,2023-10-06,Referral
1783,Male,44.0,Tier 3,2023-05-21,Email
1784,Female,27.0,Tier 1,2024-06-05,Referral
1785,Female,27.0,Tier 1,2024-01-22,Email
1786,Female,44.0,Tier 3,2024-07-04,Ads
1787,Female,16.0,Tier 3,2024-05-15,Email
1788,Female,,Tier 1,2023-04-15,Ads
1789,Male,34.0,Tier 1,2023-04-15,Organic
1790,Female,37.0,Tier 1,2024-04-23,Referral
1791,Male,39.0,Tier 1,2023-03-03,Referral
1792,Female,31.0,Tier 1,2023-06-16,Email
1793,Female,60.0,Tier 2,2025-02-02,Organic
1794,Female,32.0,Tier 3,2023-12-22,Organic
1795,Male,32.0,Tier 1,2024-06-14,Organic
1796,Male,27.0,Tier 3,2023-07-05,Organic
1797,Female,36.0,Tier 1,2024-11-17,Referral
1798,Male,41.0,Tier 1,2024-04-03,Email
1799,Male,47.0,Tier 2,2023-03-07,Email
1800,Male,20.0,Tier 1,2023-06-13,Ads
1801,Female,32.0,Tier 1,2023-10-16,Referral
1802,Female,39.0,Tier 3,2024-02-26,Ads
1803,Male,40.0,Tier 1,2024-06-23,Organic
1804,Male,35.0,Tier 2,2023-11-24,Email
1805,Male,40.0,Tier 1,2024-06-04,Ads
1806,Female,26.0,Tier 1,2023-09-06,Referral
1807,Female,50.0,Tier 2,2024-10-01,Email
1808,Male,44.0,Tier 3,2023-02-23,Referral
1809,Male,21.0,Tier 1,2024-06-08,Email
1810,Male,24.0,Tier 2,2023-05-18,Referral
1811,Female,24.0,Tier 3,2024-10-06,Referral
1812,Female,41.0,Tier 2,2024-12-23,Email
1813,Male,22.0,Tier 1,2024-06-27,Referral
1814,Male,31.0,Tier 2,2024-04-03,Referral
1815,Male,39.0,Tier 2,2023-12-06,Organic
1816,Other,34.0,Tier 2,2024-09-07,Email
1817,Male,37.0,Tier 1,2023-03-18,Ads
1818,Female,24.0,Tier 1,2023-06-20,Email
1819,Female,40.0,Tier 2,2024-06-07,Email
1820,Male,,Tier 1,2024-02-22,Organic
1821,Male,31.0,Tier 2,2024-09-29,Ads
1822,Male,37.0,Tier 3,2024-08-07,Ads
1823,Female,36.0,Tier 3,2024-03-24,Ads
1824,Female,35.0,Tier 1,2024-07-22,Referral
1825,Female,27.0,Tier 1,2023-11-04,Referral
1826,Female,32.0,Tier 2,2023-10-04,Referral
1827,Male,35.0,Tier 2,2024-01-18,Ads
1828,Other,21.0,Tier 3,2024-10-18,Email
1829,Female,30.0,Tier 2,2024-07-06,Email
1830,Male,38.0,Tier 1,2023-05-06,Ads
1831,Other,,Tier 2,2023-03-25,Ads
1832,Female,,Tier 2,2024-10-12,Organic
1833,Female,,Tier 2,2025-01-23,Referral
1834,Female,22.0,Tier 2,2024-05-12,Referral
1835,Female,48.0,Tier 1,2023-09-22,Referral
1836,Female,33.0,Tier 1,2023-09-10,Organic
1837,Male,39.0,Tier 1,2023-11-29,Organic
1838,Male,30.0,Tier 1,2024-04-17,Organic
1839,Female,44.0,Tier 1,2025-01-19,Ads
1840,Male,39.0,Tier 3,2024-05-17,Organic
1841,Male,26.0,Tier 1,2023-06-24,Email
1842,Male,23.0,Tier 3,2024-04-07,Ads
1843,Male,20.0,Tier 1,2023-04-03,Ads
1844,Female,36.0,Tier 1,2024-06-12,Referral
1845,Female,40.0,Tier 1,2025-01-20,Referral
1846,Male,41.0,Tier 1,2023-04-02,Organic
1847,Male,33.0,Tier 3,2024-09-11,Email
1848,Male,23.0,Tier 1,2024-11-22,Ads
1849,Female,28.0,Tier 1,2025-01-20,Ads
1850,Female,46.0,Tier 3,2023-09-09,Ads
1851,Male,30.0,Tier 1,2023-11-09,Referral
1852,Female,36.0,Tier 1,2024-12-18,Referral
1853,Female,24.0,Tier 1,2024-07-12,Email
1854,Female,38.0,Tier 1,2023-06-11,Referral
1855,Female,30.0,Tier 1,2024-02-16,Email
1856,Male,45.0,Tier 1,2024-01-06,Referral
1857,Female,42.0,Tier 3,2023-03-04,Email
1858,Male,30.0,Tier 3,2023-02-14,Referral
1859,Female,33.0,Tier 1,2024-08-15,Referral
1860,Female,29.0,Tier 1,2024-02-22,Organic
1861,Female,20.0,Tier 1,2024-07-27,Organic
1862,Female,26.0,Tier 2,2024-02-27,Organic
1863,Male,36.0,Tier 1,2024-01-21,Email
1864,Female,,Tier 3,2024-04-19,Email
1865,Other,36.0,Tier 2,2024-10-05,Email
1866,Female,31.0,Tier 1,2023-12-30,Email
1867,Male,44.0,Tier 2,2023-12-03,Organic
1868,Male,35.0,Tier 1,2023-05-02,Ads
1869,Male,42.0,Tier 1,2024-05-10,Referral
1870,Female,17.0,Tier 1,2023-05-19,Referral
1871,Female,-4.0,Tier 1,2024-02-03,Email
1872,Male,37.0,Tier 2,2023-04-18,Organic
1873,Female,20.0,Tier 2,2023-03-13,Ads
1874,Female,32.0,Tier 1,2025-01-28,Organic
1875,Female,31.0,Tier 3,2023-02-08,Referral
1876,Female,50.0,Tier 1,2024-10-14,Email
1877,Female,38.0,Tier 1,2023-09-25,Email
1878,Female,36.0,Tier 1,2024-04-04,Organic
1879,Male,43.0,Tier 2,2023-08-21,Email
1880,Female,38.0,Tier 3,2023-07-01,Ads
1881,Female,30.0,Tier 2,2024-10-20,Referral
1882,Female,45.0,Tier 3,2023-10-19,Ads
1883,Female,,Tier 1,2024-04-12,Organic
1884,Female,38.0,Tier 1,2023-09-14,Referral
1885,Male,19.0,Tier 2,2024-03-29,Ads
1886,Male,37.0,Tier 2,2023-03-29,Ads
1887,Male,36.0,Tier 1,2024-05-04,Ads
1888,Male,51.0,Tier 3,2023-12-12,Referral
1889,Female,19.0,Tier 1,2024-11-05,Referral
1890,Other,28.0,Tier 1,2024-09-15,Email
1891,Male,43.0,Tier 2,2023-10-30,Organic
1892,Male,38.0,Tier 2,2024-07-25,Email
1893,Female,36.0,Tier 1,2024-03-22,Organic
1894,Male,25.0,Tier 1,2023-02-21,Referral
1895,Female,29.0,Tier 1,2024-03-13,Ads
1896,Female,47.0,Tier 2,2024-11-08,Email
1897,Female,34.0,Tier 2,2023-07-06,Referral
1898,Male,38.0,Tier 2,2024-04-29,Referral
1899,Male,33.0,Tier 1,2024-06-08,Referral
1900,Female,,Tier 3,2024-08-05,Email
1901,Female,44.0,Tier 3,2023-10-11,Referral
1902,Male,40.0,Tier 1,2023-03-10,Organic
1903,Female,58.0,Tier 1,2024-03-27,Organic
1904,Male,24.0,Tier 1,2024-10-07,Ads
1905,Female,,Tier 1,2024-12-03,Email
1906,Male,21.0,Tier 3,2023-06-01,Email
1907,Female,36.0,Tier 2,2024-01-30,Email
1908,Male,,Tier 3,2023-06-01,Email
1909,Male,,Tier 1,2023-03-24,Email
1910,Male,32.0,Tier 2,2023-05-13,Referral
1911,Male,29.0,Tier 1,2024-04-10,Referral
1912,Female,27.0,Tier 1,2024-12-04,Organic
1913,Other,38.0,Tier 2,2023-03-27,Email
1914,Male,46.0,Tier 1,2023-02-10,Email
1915,Male,33.0,Tier 2,2023-07-04,Email
1916,Female,37.0,Tier 2,2024-04-27,Organic
1917,Female,36.0,Tier 3,2023-03-18,Email
1918,Female,35.0,Tier 1,2023-03-26,Email
1919,Male,24.0,Tier 2,2023-03-21,Referral
1920,Male,46.0,Tier 3,2024-07-07,Organic
1921,Female,37.0,Tier 3,2023-06-03,Referral
1922,Male,38.0,Tier 2,2023-07-14,Ads
1923,Female,26.0,Tier 2,2023-08-23,Email
1924,Male,30.0,Tier 1,2023-11-05,Ads
1925,Female,33.0,Tier 2,2023-03-12,Email
1926,Male,19.0,Tier 2,2023-10-18,Ads
1927,Female,18.0,Tier 2,2024-04-24,Referral
1928,Female,28.0,Tier 2,2024-12-27,Organic
1929,Female,40.0,Tier 1,2023-12-20,Ads
1930,Male,28.0,Tier 1,2024-12-11,Referral
1931,Female,24.0,Tier 2,2024-08-08,Ads
1932,Female,26.0,Tier 1,2024-07-12,Ads
1933,Female,30.0,Tier 1,2025-02-02,Organic
1934,Female,31.0,Tier 1,2024-01-26,Referral
1935,Female,56.0,Tier 1,2024-02-22,Organic
1936,Female,45.0,Tier 3,2024-01-25,Email
1937,Male,45.0,Tier 2,2023-06-11,Organic
1938,Female,46.0,Tier 1,2024-01-26,Organic
1939,Female,25.0,Tier 1,2023-05-12,Ads
1940,Male,22.0,Tier 1,2023-08-18,Ads
1941,Male,23.0,Tier 1,2023-12-16,Ads
1942,Male,48.0,Tier 1,2023-05-27,Referral
1943,Female,29.0,Tier 3,2024-07-05,Organic
1944,Female,22.0,Tier 1,2024-03-25,Email
1945,Female,30.0,Tier 2,2023-10-05,Ads
1946,Female,32.0,Tier 3,2024-01-06,Email
1947,Male,37.0,Tier 3,2023-09-30,Organic
1948,Male,37.0,Tier 1,2023-05-14,Organic
1949,Male,26.0,Tier 2,2024-06-07,Organic
1950,Male,41.0,Tier 1,2024-01-20,Email
1951,Male,28.0,Tier 1,2023-08-12,Email
1952,Male,33.0,Tier 1,2024-10-24,Email
1953,Female,41.0,Tier 3,2023-08-21,Organic
1954,Female,28.0,Tier 1,2024-07-02,Organic
1955,Other,,Tier 2,2024-04-05,Ads
1956,Female,40.0,Tier 2,2024-11-15,Referral
1957,Female,26.0,Tier 3,2024-07-20,Email
1958,Male,31.0,Tier 2,2023-04-04,Referral
1959,Female,40.0,Tier 1,2023-04-18,Email
1960,Female,55.0,Tier 1,2023-08-30,Email
1961,Male,41.0,Tier 1,2024-03-05,Referral
1962,Male,39.0,Tier 2,2023-07-29,Referral
1963,Female,40.0,Tier 2,2025-01-01,Email
1964,Male,24.0,Tier 2,2023-08-01,Organic
1965,Female,36.0,Tier 1,2023-11-01,Ads
1966,Female,34.0,Tier 2,2025-01-07,Email
1967,Male,38.0,Tier 2,2024-11-20,Ads
1968,Male,36.0,Tier 3,2024-03-31,Organic
1969,Male,38.0,Tier 2,2023-07-02,Organic
1970,Male,31.0,Tier 1,2023-10-15,Ads
1971,Male,35.0,Tier 1,2024-01-18,Email
1972,Female,22.0,Tier 1,2024-08-03,Ads
1973,Male,31.0,Tier 2,2023-07-21,Email
1974,Female,48.0,Tier 2,2024-11-27,Referral
1975,Male,38.0,Tier 1,2024-02-21,Email
1976,Female,34.0,Tier 1,2024-03-22,Referral
1977,Male,53.0,Tier 1,2024-08-16,Referral
1978,Male,21.0,Tier 3,2023-06-24,Ads
1979,Female,23.0,Tier 1,2023-06-26,Referral
1980,Female,52.0,Tier 1,2023-11-09,Ads
1981,Male,35.0,Tier 1,2024-03-16,Ads
1982,Female,32.0,Tier 1,2023-12-04,Organic
1983,Male,23.0,Tier 2,2024-05-27,Ads
1984,Female,39.0,Tier 3,2024-07-03,Organic
1985,Male,40.0,Tier 1,2025-01-16,Organic
1986,Male,24.0,Tier 2,2023-08-18,Ads
1987,Female,33.0,Tier 1,2023-12-07,Email
1988,Female,31.0,Tier 3,2023-07-12,Email
1989,Male,37.0,Tier 1,2024-02-05,Ads
1990,Female,23.0,Tier 1,2024-06-09,Referral
1991,Female,47.0,Tier 2,2024-01-25,Ads
1992,Male,44.0,Tier 1,2024-08-02,Referral
1993,Female,31.0,Tier 1,2024-12-04,Email
1994,Male,32.0,Tier 2,2025-01-21,Referral
1995,Female,33.0,Tier 2,2023-11-03,Ads
1996,Female,,Tier 1,2024-08-05,Referral
1997,Female,30.0,Tier 2,2023-07-08,Organic
1998,Male,32.0,Tier 2,2024-03-02,Organic
1999,Male,51.0,Tier 2,2023-09-03,Ads
2000,Male,44.0,Tier 2,2023-02-06,Ads
2001,Male,,Tier 2,2023-04-10,Ads
2002,Male,38.0,Tier 1,2023-02-12,Email
2003,Female,23.0,Tier 1,2023-09-15,Email
2004,Male,34.0,Tier 1,2024-11-17,Email
2005,Male,44.0,Tier 1,2023-09-18,Organic
2006,Female,22.0,Tier 2,2024-07-02,Referral
2007,Male,41.0,Tier 1,2024-11-12,Organic
2008,Female,58.0,Tier 1,2024-04-08,Referral
2009,Male,45.0,Tier 1,2024-07-09,Referral
2010,Female,49.0,Tier 1,2024-05-16,Ads
2011,Male,37.0,Tier 2,2023-08-08,Ads
2012,Male,44.0,Tier 1,2024-03-21,Email
2013,Female,27.0,Tier 2,2023-04-09,Ads
2014,Male,42.0,Tier 1,2024-01-09,Organic
2015,Female,41.0,Tier 3,2023-05-03,Organic
2016,Male,37.0,Tier 3,2023-11-14,Organic
2017,Male,48.0,Tier 2,2023-02-09,Ads
2018,Female,29.0,Tier 3,2024-06-25,Ads
2019,Male,33.0,Tier 2,2024-10-24,Referral
2020,Female,35.0,Tier 3,2023-06-15,Referral
2021,Other,24.0,Tier 3,2024-02-15,Ads
2022,Female,37.0,Tier 3,2024-10-10,Organic
2023,Female,17.0,Tier 2,2024-10-04,Ads
2024,Male,45.0,Tier 2,2024-06-19,Email
2025,Male,35.0,Tier 2,2024-03-11,Email
2026,Male,29.0,Tier 1,2023-03-21,Organic
2027,Female,26.0,Tier 1,2023-10-03,Email
2028,Other,32.0,Tier 3,2023-08-12,Ads
2029,Male,41.0,Tier 1,2023-03-14,Ads
2030,Female,40.0,Tier 2,2023-04-16,Referral
2031,Male,,Tier 1,2023-08-07,Email
2032,Female,26.0,Tier 1,2025-01-10,Email
2033,Male,41.0,Tier 3,2023-12-27,Email
2034,Other,27.0,Tier 3,2025-01-10,Email
2035,Female,35.0,Tier 2,2023-07-07,Organic
2036,Male,36.0,Tier 1,2023-09-13,Organic
2037,Male,38.0,Tier 1,2023-10-30,Ads
2038,Male,43.0,Tier 1,2024-11-03,Email
2039,Male,22.0,Tier 1,2023-07-27,Referral
2040,Male,15.0,Tier 1,2023-08-29,Ads
2041,Female,29.0,Tier 2,2023-08-17,Ads
2042,Female,53.0,Tier 1,2024-06-21,Organic
2043,Female,55.0,Tier 2,2023-10-10,Ads
2044,Male,53.0,Tier 1,2024-07-27,Referral
2045,Female,33.0,Tier 1,2023-07-28,Email
2046,Female,17.0,Tier 1,2024-09-28,Ads
2047,Male,11.0,Tier 3,2023-11-27,Referral
2048,Female,28.0,Tier 2,2023-05-09,Organic
2049,Female,33.0,Tier 1,2024-05-04,Organic
2050,Male,,Tier 2,2024-01-03,Email
2051,Male,43.0,Tier 3,2024-07-19,Ads
2052,Female,37.0,Tier 2,2024-11-09,Referral
2053,Male,26.0,Tier 2,2024-02-10,Organic
